Hybridization REF	13685041.gpr	13685040.gpr	13685153.gpr	13685151.gpr	13685042.gpr
Reporter REF	Software Unknown:M	Software Unknown:M	Software Unknown:M	Software Unknown:M	Software Unknown:M
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102474 Pde7a ProximalPromoter	0.026	-0.07	-0.248	-0.137	0.316
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103224 Pax6 ProximalPromoter	-0.073	-0.062	0.173	0.179	0.103
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106580 Amd1 DistalPromoter	0.274	0.287	0.067	0.258	0.361
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106991 Srm DistalPromoter	0.084	0.081	0.146	-0.065	-0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107311 Nnp1 DistalPromoter	0.109	0.076	0.108	-0.339	-0.055
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106101 Tlx1 DistalPromoter	0.064	0.135	-0.034	-0.047	0.089
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000871 Blank	-0.018	0.039	-0.015	0.022	0.002
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203397 Tfip11 ProximalPromoter	-0.077	0.246	-0.152	0.008	-0.173
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201715 Rwdd4a ProximalPromoter	-0.063	0.018	0.007	0.21	-0.023
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204130 Arf6 ProximalPromoter	0.65	0.444	0.335	0.184	0.042
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204677 Cxcl9 ProximalPromoter	0.638	0.404	-0.135	-0.179	0.126
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205431 Tsc22d3 ProximalPromoter	0.079	0.138	0.472	-0.002	0.105
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206485 Atoh7 ProximalPromoter	0.024	-0.221	0.198	-0.064	-0.01
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200723 Mrpl21 ProximalPromoter	-0.219	0.24	0.049	0.288	0.079
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208474 Ivns1abp ProximalPromoter	-0.099	-0.037	-0.402	-0.096	-0.184
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208643 1700025E21Rik ProximalPromoter	-0.109	-0.093	-0.203	-0.403	0.223
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208324 Brms1l ProximalPromoter	0.015	0.005	-0.231	-0.184	-0.12
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207339 Wdr54 ProximalPromoter	0.025	0.347	0.088	-0.145	0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P002347 Stratagene PCR 1	0.054	0.148	-0.086	-0.133	0.035
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	0.056	0.001	-0.009	-0.085	-0.036
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100567 Tep1 ProximalPromoter	0.104	-0.278	0.327	-0.149	-0.238
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101317 Smad3 ProximalPromoter	0.043	0.004	-0.054	-0.076	0.045
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102450 Nkx2-5 ProximalPromoter	0.285	-0.303	1.226	-0.074	0.173
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103200 Stom ProximalPromoter	0.071	0.153	0.057	0.195	0.059
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104040 Aldh7a1 ProximalPromoter	0.183	0.385	0.052	-0.095	0.059
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106969 Rps8 DistalPromoter	-0.018	0.074	0.014	-0.026	-0.129
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107289 Foxk1 DistalPromoter	-0.092	-0.038	0.237	0.046	-0.127
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106079  DistalPromoter	0.013	-0.043	-0.043	0.033	-0.006
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001147 Blank	-0.04	0.026	-0.038	0.004	-0.034
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203373 Kif18a ProximalPromoter	0.023	0.132	-0.042	0.013	-0.047
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201690 G431001E03Rik ProximalPromoter	0.059	0.051	0.229	0.328	0.271
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204105 Akt2 ProximalPromoter	0.36	0.104	-0.1	-0.122	0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203787 Gopc ProximalPromoter	0.188	0.094	0.021	0.019	0.042
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205407 Fkbp8 ProximalPromoter	-0.111	0.277	-0.016	-0.108	-0.006
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206461 Tpmt ProximalPromoter	-0.005	-0.086	-0.141	0.256	-0.016
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200699 6720463M24Rik ProximalPromoter	-0.117	0.252	0.001	-0.118	-0.005
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208541 Acbd5 ProximalPromoter	0.233	-0.132	-0.163	-0.39	-0.059
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208619 4930550C14Rik ProximalPromoter	-0.09	-0.08	-0.002	0.05	-0.108
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208300 4930563E19Rik ProximalPromoter	-0.025	0.095	-0.235	-0.053	-0.189
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207315 Ndel1 ProximalPromoter	-0.02	0.035	-0.11	-0.346	0.073
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210104 Actr2 ProximalPromoter	-0.019	0.036	-0.22	-0.181	0.016
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	0.045	0.014	0.004	-0.019	-0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100543 Pdcd10 ProximalPromoter	-0.223	-0.45	0.46	0.066	-0.334
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101293 Uble1b ProximalPromoter	0.03	0.133	0.041	0.033	-0.253
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102426 Mcl1 ProximalPromoter	-0.073	0.302	-0.125	0.046	0.122
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103266 Rnf11 ProximalPromoter	-0.003	-0.065	-0.179	0.024	-0.044
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104016 Ndufv1 ProximalPromoter	-0.057	-0.075	-0.024	0.121	-0.205
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106948 Aldh1a2 DistalPromoter	-0.021	-0.022	0.038	-0.007	0.053
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107267 Kcnq2 DistalPromoter	-0.041	0.04	-0.026	0.065	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105880 Rai12 DistalPromoter	-0.007	0.016	-0.003	0.015	-0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001051 Blank	-0.065	0.027	-0.004	-0.007	0.038
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203349 Trib3 ProximalPromoter	0.148	0.027	0.003	0.07	-0.121
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201666 A630038D02 ProximalPromoter	0.365	0.197	0.037	-0.083	0.298
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204172  ProximalPromoter	0.041	0.388	-0.091	0.03	0.01
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203763 Gm711 ProximalPromoter	-0.007	0.088	-0.031	-0.019	-0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205383 Faah ProximalPromoter	0.027	-0.153	0.238	0.336	0.135
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206437 Neu3 ProximalPromoter	-0.237	0.138	-0.12	-0.111	0.146
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201261 9330120H11Rik ProximalPromoter	0.013	-0.008	-0.294	-0.085	0.033
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208517 Tjap1 ProximalPromoter	0.006	0.039	-0.088	0.002	-0.044
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208595 Fxyd2 ProximalPromoter	-0.023	0.075	-0.103	-0.024	-0.03
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208276 4921507P07Rik ProximalPromoter	0.082	0.039	-0.049	-0.196	-0.188
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207382 Pcyt2 ProximalPromoter	-0.086	0.079	-0.137	-0.042	0.036
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210080 Eif3s8 ProximalPromoter	0.012	0.053	-0.07	-0.151	-0.19
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	0.003	0	0.004	-0.066	-0.024
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100519 St3gal2 ProximalPromoter	0.032	-0.072	0.042	0.073	0.086
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101269 Bloc1s1 ProximalPromoter	0.017	0.03	-0.112	-0.045	0.09
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102109  ProximalPromoter	-0.474	-0.316	-0.444	-0.314	0.466
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103242 Pla2g7 ProximalPromoter	-0.028	-0.019	-0.032	-0.01	0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103992 Dhrs8 ProximalPromoter	-0.186	-0.07	0.067	0.076	-0.155
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106926 Prkcsh DistalPromoter	0.018	-0.205	-0.02	-0.122	-0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107337 Prkce DistalPromoter	-0.071	0.053	0.175	0.101	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105859 Sytl4 DistalPromoter	-0.097	0.101	0.221	0.346	-0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000955 Blank	-0.018	0.052	0.018	-0.019	-0.039
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203325 3110043J09Rik ProximalPromoter	-0.451	0.648	-0.381	-0.078	0.651
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206216 Myh11 ProximalPromoter	0.112	0.351	-0.128	0.008	-0.123
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204148 Slc7a3 ProximalPromoter	0.117	0.137	0.009	-0.01	-0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203739 4933425O20Rik ProximalPromoter	-0.013	-0.109	-0.27	-0.282	-0.112
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205358 Edar ProximalPromoter	0.377	0.251	-0.297	-0.16	-0.135
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206503 Nphp1 ProximalPromoter	0.174	0.24	-0.246	-0.1	0.327
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201237 1110064P04Rik ProximalPromoter	-0.058	0.035	0.131	0.127	0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208492 D3Ertd751e ProximalPromoter	0.035	0.187	0.025	-0.18	0.071
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208571 4933405K07Rik ProximalPromoter	-0.052	0.272	0.066	-0.165	0.06
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208450 Anln ProximalPromoter	-0.137	0.022	-0.122	-0.083	-0.128
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207357 1810033M07Rik ProximalPromoter	-0.183	-0.375	-0.026	0.616	-0.03
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210054 Pdik1l ProximalPromoter	0.009	0.028	0.164	0.157	0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.029	0.026	0.028	-0.038	-0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100495 Rps5 ProximalPromoter	0.172	-0.112	0.56	0.19	-0.048
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101335 Sdcbp ProximalPromoter	0.116	-0.634	0.998	0.061	-0.264
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102085 9530058B02Rik ProximalPromoter	-0.154	0.027	-0.022	0.104	0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103218 Muc1 ProximalPromoter	0.149	0.093	0.005	-0.076	0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103968 Tcfec ProximalPromoter	0.093	0.123	0.015	0.01	0.014
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106813 Krt19 DistalPromoter	-0.009	0.007	0.148	0.022	-0.06
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107315 Nfkbil1 DistalPromoter	-0.027	0.089	0.002	0.081	0.429
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105837 Pafah1b1 DistalPromoter	-0.043	0.031	-0.355	-0.094	-0.056
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000859 Blank	-0.007	0.015	-0.007	-0.029	0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203391 Rab30 ProximalPromoter	0.003	-0.132	-0.159	-0.417	-0.347
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206192 Htr3a ProximalPromoter	0.115	-0.084	0.009	0.062	0.214
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204124 Aqp1 ProximalPromoter	0.121	-0.345	-0.373	-0.058	-0.08
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203715 Mapk6 ProximalPromoter	-0.172	-0.003	-0.108	-0.011	-0.108
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205632 Mmp7 ProximalPromoter	0.002	-0.053	0.053	-0.039	-0.133
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206479 Wbp2 ProximalPromoter	-0.276	-0.21	-0.105	0.211	-0.035
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201213 Tdpoz1 ProximalPromoter	0.156	0.188	-0.173	-0.31	-0.363
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208468 Phospho2 ProximalPromoter	0.087	-0.004	0.041	0.011	0.018
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208637 Spata9 ProximalPromoter	-0.057	0.077	0.009	-0.007	0.03
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208426 Kcnmb2 ProximalPromoter	0.124	0.123	-0.031	0.031	0.098
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207333 Prlpl ProximalPromoter	-0.167	0.033	0.699	-0.153	-0.133
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210030 Cbwd1 ProximalPromoter	-0.046	-0.128	0.194	-0.282	0.096
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.062	-0.035	-0.02	0	-0.016
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100189 Fgd1 ProximalPromoter	-0.546	-0.34	0.586	0.344	-0.528
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101311 Wbp1 ProximalPromoter	-0.26	-0.243	0.333	0.33	-0.267
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102061  ProximalPromoter	-0.062	-0.08	0.387	0.392	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103194 Crabp1 ProximalPromoter	0.551	-0.221	-0.208	-0.297	0.295
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104034 Cyp4f15 ProximalPromoter	0.062	0.117	-0.032	-0.024	0.05
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106792 Jak2 DistalPromoter	-0.221	0.025	0.263	-0.229	0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107293 Matr3 DistalPromoter	-0.02	0.167	-0.162	-0.132	-0.208
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105815 Eif4g2 DistalPromoter	0.024	0.188	0.01	0.023	0.137
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106485 Blvrb DistalPromoter	0.072	0.072	-0.06	0.149	-0.095
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203367 Itgb4bp ProximalPromoter	-0.194	0.37	0.077	0.31	-0.212
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206168 Eno2 ProximalPromoter	0.364	0.252	0.038	-0.08	0.106
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204099 Capn9 ProximalPromoter	0.186	0.54	0.284	0.132	-0.153
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203781 Rgs7 ProximalPromoter	0.046	0.288	0.044	-0.09	0.081
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205608 Man1a2 ProximalPromoter	-0.059	0.067	-0.144	-0.004	-0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206455 Folh1 ProximalPromoter	-0.14	0.155	0.066	-0.24	0.329
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201188 Iws1 ProximalPromoter	-0.07	-0.142	0.167	-0.031	0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200388 2610028A01Rik ProximalPromoter	-0.017	-0.305	-0.343	-0.232	0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208613  ProximalPromoter	0.332	-0.056	-0.175	-0.094	-0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208402 Ppp1r14d ProximalPromoter	-0.132	0.068	0.051	0.017	0.061
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207309 Sars2 ProximalPromoter	-0.369	-0.073	-0.131	-0.114	-0.039
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210098 Tmem32 ProximalPromoter	-0.111	-0.029	0.296	-0.246	0.417
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001710 Blank	-0.072	-0.047	-0.022	0.049	0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100165 Ela2a ProximalPromoter	-0.001	-0.014	0.013	0.124	0.413
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101287 Ahcy ProximalPromoter	0.519	-0.126	-0.069	0.057	-0.251
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102037 Nsmce1 ProximalPromoter	-0.026	0.008	0.016	0.016	-0.319
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102888 Igf2r ProximalPromoter	-0.173	0.513	0.858	-0.338	-0.207
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104010 Zfp704 ProximalPromoter	0.325	-0.111	-0.27	0.38	0.266
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106770 Hoxd12 DistalPromoter	0.139	0.021	0.128	-0.18	0.089
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107272 Kcnj12 DistalPromoter	0.324	0.79	-0.221	-0.243	-0.375
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105884 Rragc DistalPromoter	0.042	0.092	-0.146	-0.008	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106463 Aldh6a1 DistalPromoter	-0.087	0.003	0.038	-0.01	-0.069
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203343 Sfxn3 ProximalPromoter	0.713	-0.22	-0.176	-0.128	-0.221
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206144 Ahsg ProximalPromoter	0.67	1.167	1.474	1.6	1.61
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205730 Plp1 ProximalPromoter	0.341	0.145	0.123	0.317	0.259
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203757 St3gal4 ProximalPromoter	0.251	0.024	-0.204	-0.135	-0.139
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205583 Lipe ProximalPromoter	-0.171	-0.008	-0.051	-0.106	0.269
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206430 Npy5r ProximalPromoter	0.046	-0.146	-0.04	-0.109	0.104
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201255  ProximalPromoter	-0.265	-0.275	0.566	-0.097	0.436
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200364  ProximalPromoter	0.072	-0.231	0.013	-0.064	0.283
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208589 Stard6 ProximalPromoter	0.051	-0.139	0.114	0.012	-0.114
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208378 Ddx54 ProximalPromoter	-0.166	-0.125	0.181	0.168	0.132
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207291 Olfr1344 ProximalPromoter	0.053	-0.181	0.661	0.527	0.385
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210074 Mybpc2 ProximalPromoter	-0.173	0.109	0.25	0.198	-0.009
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001710 Blank	-0.029	0.027	0.003	-0.015	-0.052
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100141 Dctn1 ProximalPromoter	-0.082	-0.012	-0.04	0.119	-0.141
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101263  ProximalPromoter	-0.135	-0.409	0.041	0.337	-0.112
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102103 Tmem59 ProximalPromoter	0.084	-0.364	0.497	-0.046	-0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102864 Hoxa11 ProximalPromoter	0.067	-0.082	-0.248	-0.048	-0.033
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103986 Tcf23 ProximalPromoter	0.057	0.225	0.014	0.142	0.389
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106749 Foxd1 DistalPromoter	0.082	0.224	-0.042	0.072	0.183
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107160 Epor DistalPromoter	-0.036	-0.133	0.06	0.06	0.05
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105565 Dbf4 DistalPromoter	-0.049	-0.152	0.342	0.044	-0.065
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105650 Cyp4f13 DistalPromoter	-0.06	-0.004	0.048	-0.118	-0.08
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203319 2600005N12Rik ProximalPromoter	-0.032	0.132	0.02	0.058	0.093
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206210 Mmp9 ProximalPromoter	-0.025	-0.102	0.155	0.04	0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205705 Pctk1 ProximalPromoter	0.228	0.179	-0.39	0.336	-0.105
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203733 Atp5f1 ProximalPromoter	0.103	0.399	-0.035	0.171	0.305
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205558  ProximalPromoter	0.248	0.279	0.302	0.358	0.183
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P202623 A330104H05Rik ProximalPromoter	-0.326	-0.426	-0.439	-0.251	-0.553
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201231 9130214H05Rik ProximalPromoter	-0.134	0.559	-0.065	0.32	-0.015
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200340 Alg2 ProximalPromoter	-0.14	-0.215	0.243	0.198	-0.112
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208565 Efhd1 ProximalPromoter	0.231	0.156	0.028	-0.224	0.289
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208444 Veph1 ProximalPromoter	0.101	0.071	-0.181	-0.048	-0.052
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207267 Brd3 ProximalPromoter	0.083	0.049	-0.121	0.042	-0.018
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210048 Usp1 ProximalPromoter	0.011	0.106	-0.034	0.004	0.039
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001614 Blank	-0.051	0.015	0.063	0.046	-0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100117 Col5a2 ProximalPromoter	-0.426	-0.329	0.048	0.452	-0.426
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100957 Aldh18a1 ProximalPromoter	0.166	-0.077	0.232	0.13	0.357
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102079 Txnl5 ProximalPromoter	0.085	0.383	-0.116	0.011	0.03
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102840 Gng3 ProximalPromoter	-0.148	-0.247	0.05	0.009	-0.127
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103962 F13b ProximalPromoter	0.014	0.775	0.949	1.035	0.274
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106818 Kcns2 DistalPromoter	-0.163	-0.178	0.162	0.186	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107138 Cyp2b10 DistalPromoter	0.081	0.088	0.454	0.354	0.268
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105842 Mbd3 DistalPromoter	0.085	0.098	-0.183	-0.017	0.162
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106421 Atp6v0b DistalPromoter	0.693	-0.69	0.032	-0.284	-0.101
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201845 Rad51 ProximalPromoter	0.137	0.012	-0.117	-0.068	0.023
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206186 Hist1h4a ProximalPromoter	-0.165	0.079	0.203	-0.041	0.064
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205681  ProximalPromoter	-0.029	-0.038	-0.143	0.091	-0.007
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203709 Spinlw1 ProximalPromoter	0.001	0.303	-0.331	-0.101	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205626 Mid1 ProximalPromoter	-0.138	0.071	0.148	0.059	-0.088
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P202599 Slc25a3 ProximalPromoter	0.125	0.661	0.346	0.235	0.244
